10000,17
20000,36
30000,56
40000,82
50000,92
60000,101
70000,126
80000,140
90000,155
100000,159
110000,180
120000,191
130000,210
140000,214
150000,228
160000,243
170000,266
180000,272
190000,288
200000,300
210000,318
220000,332
230000,338
240000,346
250000,369
260000,390
270000,390
280000,425
290000,423
300000,451
310000,461
320000,470
330000,496
340000,525
350000,533
360000,539
370000,550
380000,563
390000,587
400000,604
410000,611
420000,627
430000,633
440000,654
450000,657
460000,665
470000,713
480000,713
490000,730
500000,730
510000,775
520000,802
530000,783
540000,789
550000,829
560000,853
570000,860
580000,853
590000,866
600000,910
610000,916
620000,894
630000,919
640000,921
650000,955
660000,966
670000,970
680000,985
690000,994
700000,1012
710000,1032
720000,1073
730000,1049
740000,1113
750000,1078
760000,1096
770000,1114
780000,1163
790000,1180
800000,1171
810000,1209
820000,1197
830000,1251
840000,1255
850000,1252
860000,1309
870000,1308
880000,1300
890000,1326
900000,1314
910000,1347
920000,1360
930000,1424
940000,1377
950000,1415
960000,1407
970000,1433
980000,1454
990000,1451
