10000,126
20000,228
30000,337
40000,443
50000,574
60000,678
70000,776
80000,913
90000,1003
100000,1115
110000,1212
120000,1312
130000,1434
140000,1548
150000,1673
160000,1775
170000,1897
180000,2030
190000,2072
200000,2202
210000,2294
220000,2447
230000,2549
240000,2655
250000,2767
260000,2872
270000,3010
280000,3084
290000,3249
300000,3319
310000,3509
320000,3612
330000,3695
340000,3819
350000,3958
360000,4070
370000,4262
380000,4295
390000,4395
400000,4527
410000,4550
420000,4693
430000,4763
440000,4911
450000,5097
460000,5119
470000,5235
480000,5318
490000,5559
500000,5734
510000,5871
520000,5947
530000,6049
540000,6013
550000,6205
560000,6432
570000,6507
580000,6699
590000,6770
600000,7020
610000,6915
620000,6914
630000,7082
640000,7117
650000,7648
660000,7584
670000,7650
680000,7742
690000,7910
700000,7916
710000,8287
720000,8280
730000,8476
740000,8538
750000,8553
760000,8713
770000,8596
780000,8767
790000,9125
800000,9019
810000,9179
820000,9236
830000,9455
840000,9592
850000,9790
860000,9738
870000,9739
880000,9990
890000,10178
900000,10345
910000,10294
920000,10571
930000,10498
940000,10670
950000,10678
960000,10977
970000,10959
980000,10983
990000,11218
