0,4015
1,4014
2,5976
3,8055
4,10020
5,12020
6,14026
7,16260
8,18330
9,20362
10,22197
11,24309
12,26334
13,28220
14,30540
15,32534
16,34549
17,36400
18,38475
19,40596
20,42235
21,44514
22,46256
23,48600
24,50487
25,52682
26,54884
27,56606
28,58774
29,60750
30,62608
31,64518
32,66475
33,68854
34,70510
35,73115
36,74338
37,76962
38,78882
39,81618
40,82892
41,85198
42,86600
43,88878
44,91283
45,93307
46,94572
47,96961
48,98839
49,101210
50,102800
51,104770
52,106623
53,109008
54,110790
55,113557
56,115450
57,116855
58,119194
59,120796
60,123198
61,125276
62,127417
63,129308
64,131295
65,132555
66,134981
67,137461
68,139104
69,140866
70,143594
71,146036
72,147550
73,150151
74,150864
75,153834
76,155423
77,157476
78,159759
79,161444
80,163890
81,166026
82,167765
83,169949
84,171204
85,173858
86,175736
87,177242
88,179015
89,181977
90,183840
91,186196
92,187614
93,189304
94,191647
95,193647
96,195700
97,198361
98,198954
