0,44
1,116
2,272
3,509
4,748
5,1117
6,1531
7,1911
8,2495
9,2953
10,3700
11,4444
12,5075
13,6051
14,6862
15,7869
16,8671
17,9988
18,11139
19,12068
20,13348
21,14777
22,16118
23,17620
24,19152
25,20798
26,22332
27,23897
28,25422
29,27718
30,29034
31,31215
32,32919
33,35282
34,37224
35,39256
36,41888
37,44005
38,46299
39,48727
40,51238
41,53579
42,56337
43,58964
44,61874
45,64651
46,67273
47,70775
48,73015
49,76534
50,79462
51,82524
52,85715
53,88702
54,91923
55,95736
56,98906
57,102326
58,105872
59,109713
60,113779
61,117166
62,120996
63,124199
64,128668
65,132764
66,136837
67,140899
68,145508
69,148883
70,153395
71,157845
72,162586
73,166110
74,171123
75,176082
76,179869
77,184471
78,189308
79,193909
80,199763
81,205197
82,210276
83,214554
84,220157
85,224627
86,230479
87,236296
88,241207
89,246982
90,251790
91,258645
92,263113
93,269782
94,275199
95,280759
96,285998
97,293191
98,297875
