0,299660
1,99629
2,100234
3,99497
4,100368
5,99561
6,100521
7,99729
8,100618
9,99713
10,99934
11,99462
12,99500
13,99500
14,99816
15,99264
16,99890
17,99907
18,99961
19,99630
20,99966
21,99648
22,99690
23,99980
24,100611
25,100010
26,100563
27,99908
28,99630
29,100256
30,99875
31,100141
32,99758
33,100678
34,100286
35,99813
36,100071
37,99733
38,100707
39,100165
40,99752
41,99842
42,100067
43,100165
44,99915
45,100511
46,100013
47,100350
48,100249
49,99886
50,100490
51,100832
52,99818
53,100144
54,100205
55,100476
56,99789
57,99672
58,99714
59,100361
60,99943
61,100207
62,100130
63,100275
64,100211
65,100421
66,100286
67,100061
68,99471
69,99487
70,100023
71,100329
72,100020
73,100201
74,100612
75,99716
76,100023
77,99670
78,99707
79,100365
80,99817
81,100112
82,100195
83,99547
84,100129
85,100024
86,99929
87,99989
88,99607
89,100137
90,99680
91,99755
92,99270
93,99717
94,100329
95,100142
96,100332
97,99997
