10000,178
20000,317
30000,444
40000,598
50000,739
60000,884
70000,1037
80000,1186
90000,1348
100000,1501
110000,1639
120000,1765
130000,1919
140000,2039
150000,2238
160000,2339
170000,2542
180000,2687
190000,2802
200000,2977
210000,3139
220000,3268
230000,3425
240000,3628
250000,3711
260000,3982
270000,4111
280000,4261
290000,4361
300000,4470
310000,4691
320000,4840
330000,5174
340000,5156
350000,5296
360000,5437
370000,5651
380000,5743
390000,5862
400000,5971
410000,6072
420000,6410
430000,6521
440000,6626
450000,6729
460000,6954
470000,7176
480000,7302
490000,7509
500000,7427
510000,7757
520000,7871
530000,8011
540000,8128
550000,8262
560000,8480
570000,8666
580000,8803
590000,9011
600000,9075
610000,9106
620000,9565
630000,9428
640000,9688
650000,9941
660000,10019
670000,10134
680000,10105
690000,10354
700000,10527
710000,10669
720000,10832
730000,11206
740000,11183
750000,11456
760000,11630
770000,11742
780000,11820
790000,11865
800000,12278
810000,12185
820000,12302
830000,12663
840000,12808
850000,13077
860000,13103
870000,13055
880000,13075
890000,13583
900000,13808
910000,13836
920000,13917
930000,14043
940000,14183
950000,14482
960000,14608
970000,14778
980000,14578
990000,15132
